sales_fact_id,sales_fact_key,period,gross_sales,units
4117405,PBS Benefits and ServicesSIMPONI RHEUMATOID ARTHRITIS#S#SAS#SA-3426H3426H#20180801,2018-08-01,14244.0,11.0
2726375,PBS Benefits and ServicesSIMPONI RHEUMATOID ARTHRITIS#S#TASS#TAS-3426H3426H#20171101,2017-11-01,2637.0,2.0
2545147,PBS Benefits and ServicesSIMPONI ULCERATIVE COLITIS#S#NSWS#NSW-11382C11382C#20180801,2018-08-01,28682.0,10.0
168760,PBS Benefits and ServicesSOMATULINE AUTOGEL ACRO+NET#S#VICS#VIC-011289E011289E#20180701,2018-07-01,38756.0,12.0
4875742,PBS Benefits and ServicesSOMATULINE AUTOGEL SAS LAR MARKET#S#NSWS#NSW-6423C6423C#20181001,2018-10-01,14342.0,7.0
3453696,PBS Benefits and ServicesSOMATULINE AUTOGEL SAS LAR MARKET#S#QLDS#QLD-6423C6423C#20170501,2017-05-01,41248.0,17.0
2185499,PBS Benefits and ServicesSOMATULINE AUTOGEL SAS LAR MARKET#S#VICS#VIC-5777C5777C#20180101,2018-01-01,23966.0,13.0
1761003,PBS Benefits and ServicesSOMATULINE AUTOGEL SAS LAR MARKET#S#VICS#VIC-5779E5779E#20190401,2019-04-01,90241.0,30.0
3514951,PBS Benefits and ServicesSOMATULINE AUTOGEL SAS LAR MARKET#S#WAS#WA-6425E6425E#20181101,2018-11-01,64092.0,19.0
2755212,PBS Benefits and ServicesSPRYCEL CML#S#NSWS#NSW-9127J9127J#20170501,2017-05-01,11709.0,2.0
5979490,PBS Benefits and ServicesSPRYCEL CML#S#TASS#TAS-9342Q9342Q#20180701,2018-07-01,13319.0,3.0
6376799,PBS Benefits and ServicesSPRYCEL CML#S#WAS#WA-2482P2482P#20170501,2017-05-01,14268.0,3.0
2828958,PBS Benefits and ServicesSTELARA CROHN DISEASE#S#ACTS#ACT-11178H11178H#20190301,2019-03-01,210350.0,25.0
598691,PBS Benefits and ServicesSTELARA CROHN DISEASE#S#QLDS#QLD-11182M11182M#20181101,2018-11-01,206989.0,15.0
1675325,PBS Benefits and ServicesSTELARA PSA#S#WAS#WA-10774C10774C#20170701,2017-07-01,52238.0,12.0
5191182,PBS Benefits and ServicesSTELARA PSA#S#WAS#WA-10774C10774C#20180201,2018-02-01,69017.0,16.0
552395,PBS Benefits and ServicesSTELARA PSO#S#NSWS#NSW-9305R9305R#20180501,2018-05-01,1409313.0,240.0
1186961,PBS Benefits and ServicesSTELARA PSO#S#NTS#NT-9305R9305R#20180101,2018-01-01,12989.0,3.0
5102589,PBS Benefits and ServicesSTELARA PSO#S#TASS#TAS-9304Q9304Q#20180101,2018-01-01,38970.0,7.0
3570042,PBS Benefits and ServicesSUTENT VOTRIENT MARKET#S#NSWS#NSW-9490L9490L#20171201,2017-12-01,32654.0,5.0
690850,PBS Benefits and ServicesSUTENT VOTRIENT MARKET#S#QLDS#QLD-9420T9420T#20170901,2017-09-01,3613.0,2.0
6935447,PBS Benefits and ServicesSUTENT VOTRIENT MARKET#S#QLDS#QLD-9421W9421W#20180401,2018-04-01,27285.0,8.0
2915926,PBS Benefits and ServicesSUTENT VOTRIENT MARKET#S#VICS#VIC-9422X9422X#20171101,2017-11-01,33320.0,5.0
422745,PBS Benefits and ServicesSUTENT VOTRIENT MARKET#S#VICS#VIC-9490L9490L#20181001,2018-10-01,7119.0,1.0
6519571,PBS Benefits and ServicesSUTENT VOTRIENT MARKET#S#WAS#WA-2837H2837H#20181001,2018-10-01,7193.0,1.0
568562,PBS Benefits and ServicesSUTENT VOTRIENT MARKET#S#WAS#WA-9419R9419R#20170401,2017-04-01,26826.0,4.0
546417,PBS Benefits and ServicesTAFINLAR MELANOMA TARGETED THERAPY#S#NSWS#NSW-10003L10003L#20181201,2018-12-01,1015258.0,116.0
4548760,PBS Benefits and ServicesTAFINLAR MELANOMA TARGETED THERAPY#S#NSWS#NSW-2846T2846T#20180401,2018-04-01,317702.0,36.0
2250791,PBS Benefits and ServicesTAFINLAR MELANOMA TARGETED THERAPY#S#NSWS#NSW-2954L2954L#20190301,2019-03-01,47637.0,8.0
1732947,PBS Benefits and ServicesTAFINLAR MELANOMA TARGETED THERAPY#S#SAS#SA-2954L2954L#20190301,2019-03-01,47993.0,8.0
240449,PBS Benefits and ServicesTALTZ PSO#S#NSWS#NSW-11032P11032P#20170701,2017-07-01,223166.0,66.0
863920,PBS Benefits and ServicesTALTZ PSO#S#NSWS#NSW-11033Q11033Q#20180501,2018-05-01,266701.0,79.0
6569619,PBS Benefits and ServicesTALTZ PSO#S#TASS#TAS-11032P11032P#20170901,2017-09-01,6741.0,2.0
6380355,PBS Benefits and ServicesTASIGNA CML#S#ACTS#ACT-9171Q9171Q#20170701,2017-07-01,5549.0,1.0
2357115,PBS Benefits and ServicesTASIGNA CML#S#NSWS#NSW-1309X1309X#20170701,2017-07-01,678343.0,161.0
3479186,PBS Benefits and ServicesTASIGNA CML#S#WAS#WA-9171Q9171Q#20170601,2017-06-01,50035.0,9.0
6455467,PBS Benefits and ServicesVOTRIENT VOTRIENT MARKET#S#ACTS#ACT-2034C2034C#20190301,2019-03-01,3370.0,1.0
771014,PBS Benefits and ServicesVOTRIENT VOTRIENT MARKET#S#NSWS#NSW-10042M10042M#20180701,2018-07-01,10275.0,3.0
4875386,PBS Benefits and ServicesVOTRIENT VOTRIENT MARKET#S#NSWS#NSW-2029T2029T#20190101,2019-01-01,10111.0,3.0
5612579,PBS Benefits and ServicesVOTRIENT VOTRIENT MARKET#S#NSWS#NSW-2030W2030W#20180201,2018-02-01,70288.0,15.0
5749134,PBS Benefits and ServicesVOTRIENT VOTRIENT MARKET#S#NSWS#NSW-2035D2035D#20170601,2017-06-01,156139.0,34.0
5600817,PBS Benefits and ServicesVOTRIENT VOTRIENT MARKET#S#SAS#SA-2232L2232L#20171201,2017-12-01,3694.0,3.0
3950444,PBS Benefits and ServicesVOTRIENT VOTRIENT MARKET#S#TASS#TAS-10043N10043N#20180801,2018-08-01,4452.0,1.0
4040394,PBS Benefits and ServicesVOTRIENT VOTRIENT MARKET#S#TASS#TAS-2030W2030W#20181201,2018-12-01,4412.0,1.0
6925884,PBS Benefits and ServicesVOTRIENT VOTRIENT MARKET#S#VICS#VIC-10043N10043N#20181001,2018-10-01,22628.0,5.0
972728,PBS Benefits and ServicesVOTRIENT VOTRIENT MARKET#S#VICS#VIC-2232L2232L#20170501,2017-05-01,1209.0,1.0
7859,PBS Benefits and ServicesVOTRIENT VOTRIENT MARKET#S#WAS#WA-2035D2035D#20180501,2018-05-01,69152.0,16.0
49215,PBS Benefits and ServicesXALKORI LUNG MARKET#S#TASS#TAS-10322G10322G#20190201,2019-02-01,7239.0,1.0
6161734,PBS Benefits and ServicesXOLAIR CSU#S#WAS#WA-11176F11176F#20190201,2019-02-01,4046.0,5.0
1946789,PBS Benefits and ServicesXOLAIR SAA#S#ACTS#ACT-10109C10109C#20180901,2018-09-01,11694.0,7.0
5372332,PBS Benefits and ServicesXOLAIR SAA#S#QLDS#QLD-10109C10109C#20180401,2018-04-01,61159.0,43.0
4170540,PBS Benefits and ServicesXOLAIR SAA#S#QLDS#QLD-10968G10968G#20170801,2017-08-01,13618.0,8.0
1196384,PBS Benefits and ServicesXOLAIR SAA#S#SAS#SA-10968G10968G#20180801,2018-08-01,1641.0,2.0
6822753,PBS Benefits and ServicesXOLAIR SAA#S#TASS#TAS-10122R10122R#20170901,2017-09-01,3808.0,3.0
2316658,PBS Benefits and ServicesXOLAIR SAA#S#VICS#VIC-10109C10109C#20181001,2018-10-01,295610.0,225.0
2473769,PBS Benefits and ServicesXOLAIR SAA#S#WAS#WA-10122R10122R#20180401,2018-04-01,19427.0,15.0
16615663,PBS Benefits and ServicesZELBORAF MELANOMA TARGETED THERAPY#S#QLDS#QLD-11076Y11076Y#20180401,2018-04-01,0.0,0.0
3170278,PBS Benefits and ServicesZYKADIA LUNG MARKET#S#SAS#SA-11056X11056X#20190301,2019-03-01,7997.0,1.0
5498492,PBS Benefits and ServicesBRENZYS AS#S#ACTS#ACT-11215G11215G#20180801,2018-08-01,1010.0,1.0
1882762,PBS Benefits and ServicesBRENZYS AS#S#ACTS#ACT-11215G11215G#20181201,2018-12-01,4040.0,4.0
3429662,PBS Benefits and ServicesBRENZYS PSA#S#SAS#SA-11202N11202N#20180501,2018-05-01,1010.0,1.0
2951813,PBS Benefits and ServicesBRENZYS RHEUMATOID ARTHRITIS#S#VICS#VIC-11218K11218K#20180401,2018-04-01,37959.0,37.0
158773,PBS Benefits and ServicesCIMZIA AS#S#SAS#SA-10897M10897M#20180601,2018-06-01,1008.0,1.0
2426966,PBS Benefits and ServicesCIMZIA AS#S#WAS#WA-10897M10897M#20190201,2019-02-01,2925.0,3.0
1805285,PBS Benefits and ServicesCIMZIA PSA#S#TASS#TAS-10896L10896L#20171001,2017-10-01,2327.0,2.0
5697566,PBS Benefits and ServicesCIMZIA RHEUMATOID ARTHRITIS#S#NSWS#NSW-3425G3425G#20181201,2018-12-01,228376.0,230.0
16883125,PBS Benefits and ServicesCIMZIA RHEUMATOID ARTHRITIS#S#NTS#NT-3425G3425G#20181101,2018-11-01,0.0,0.0
6056588,PBS Benefits and ServicesCOSENTYX AS#S#TASS#TAS-10893H10893H#20171201,2017-12-01,805.0,1.0
2007024,PBS Benefits and ServicesCOSENTYX AS#S#TASS#TAS-10906B10906B#20170701,2017-07-01,3861.0,5.0
6319577,PBS Benefits and ServicesCOSENTYX PSA#S#ACTS#ACT-10899P10899P#20181101,2018-11-01,32726.0,21.0
6224931,PBS Benefits and ServicesCOSENTYX PSA#S#NSWS#NSW-10895K10895K#20170601,2017-06-01,29600.0,29.0
6418759,PBS Benefits and ServicesCOSENTYX PSA#S#NSWS#NSW-10899P10899P#20181201,2018-12-01,516074.0,331.0
6234559,PBS Benefits and ServicesCOSENTYX PSA#S#NSWS#NSW-10901R10901R#20170301,2017-03-01,102749.0,66.0
2850765,PBS Benefits and ServicesCOSENTYX PSA#S#SAS#SA-10901R10901R#20180101,2018-01-01,9347.0,6.0
5468460,PBS Benefits and ServicesCOSENTYX PSA#S#TASS#TAS-10899P10899P#20170701,2017-07-01,12444.0,8.0
5859576,PBS Benefits and ServicesCOSENTYX PSO#S#ACTS#ACT-10425Q10425Q#20180501,2018-05-01,48016.0,31.0
6840508,PBS Benefits and ServicesCOSENTYX PSO#S#NSWS#NSW-10494H10494H#20170301,2017-03-01,89987.0,58.0
5826255,PBS Benefits and ServicesCOSENTYX PSO#S#VICS#VIC-10425Q10425Q#20190401,2019-04-01,562640.0,362.0
3964925,PBS Benefits and ServicesCOTELLIC MELANOMA TARGETED THERAPY#S#ACTS#ACT-11074W11074W#20170801,2017-08-01,9024.0,1.0
3124776,PBS Benefits and ServicesCOTELLIC MELANOMA TARGETED THERAPY#S#VICS#VIC-11075X11075X#20180601,2018-06-01,133499.0,16.0
3673322,PBS Benefits and ServicesCOTELLIC MELANOMA TARGETED THERAPY#S#WAS#WA-11075X11075X#20190401,2019-04-01,40811.0,5.0
133153,PBS Benefits and ServicesDESFERRIOXAMINE IRON CHELATION#S#QLDS#QLD-6113R6113R#20171201,2017-12-01,861.0,2.0
18319611,PBS Benefits and ServicesDESFERRIOXAMINE IRON CHELATION#S#SAS#SA-5662B5662B#20190301,2019-03-01,0.0,0.0
1841904,PBS Benefits and ServicesENBREL AS#S#NSWS#NSW-8778B8778B#20180101,2018-01-01,1010.0,1.0
17002850,PBS Benefits and ServicesENBREL AS#S#QLDS#QLD-8779C8779C#20190201,2019-02-01,0.0,0.0
5285464,PBS Benefits and ServicesENBREL AS#S#VICS#VIC-8779C8779C#20170701,2017-07-01,6134.0,6.0
5404757,PBS Benefits and ServicesENBREL AS#S#VICS#VIC-8779C8779C#20170801,2017-08-01,5619.0,6.0
1424726,PBS Benefits and ServicesENBREL JUVENILE IDIOPATHIC ARTHRITIS#S#NSWS#NSW-3446J3446J#20180801,2018-08-01,1043.0,1.0
1902204,PBS Benefits and ServicesENBREL JUVENILE IDIOPATHIC ARTHRITIS#S#NSWS#NSW-3449M3449M#20181001,2018-10-01,14212.0,14.0
6153753,PBS Benefits and ServicesENBREL JUVENILE IDIOPATHIC ARTHRITIS#S#QLDS#QLD-3449M3449M#20190101,2019-01-01,3063.0,3.0
3942346,PBS Benefits and ServicesENBREL JUVENILE IDIOPATHIC ARTHRITIS#S#QLDS#QLD-6367D6367D#20180301,2018-03-01,6777.0,7.0
17002974,PBS Benefits and ServicesENBREL JUVENILE IDIOPATHIC ARTHRITIS#S#TASS#TAS-9615C9615C#20181101,2018-11-01,0.0,0.0
6424201,PBS Benefits and ServicesENBREL JUVENILE IDIOPATHIC ARTHRITIS#S#WAS#WA-5734T5734T#20190301,2019-03-01,8710.0,10.0
3922431,PBS Benefits and ServicesENBREL PSA#S#NTS#NT-9088H9088H#20180101,2018-01-01,2053.0,2.0
814139,PBS Benefits and ServicesENBREL PSA#S#SAS#SA-9036N9036N#20180601,2018-06-01,1043.0,1.0
696336,PBS Benefits and ServicesENBREL PSA#S#TASS#TAS-11198J11198J#20180801,2018-08-01,18446.0,18.0
2433844,PBS Benefits and ServicesENBREL PSA#S#VICS#VIC-9087G9087G#20170901,2017-09-01,12289.0,12.0
3467103,PBS Benefits and ServicesENBREL PSO#S#ACTS#ACT-11224R11224R#20181201,2018-12-01,5123.0,5.0
752133,PBS Benefits and ServicesENBREL PSO#S#ACTS#ACT-11224R11224R#20190101,2019-01-01,5087.0,5.0
253902,PBS Benefits and ServicesENBREL PSO#S#ACTS#ACT-9431J9431J#20180201,2018-02-01,2020.0,2.0
5426279,PBS Benefits and ServicesENBREL PSO#S#NSWS#NSW-11222P11222P#20180601,2018-06-01,106547.0,104.0
4810755,PBS Benefits and ServicesENBREL PSO#S#QLDS#QLD-11222P11222P#20180501,2018-05-01,24500.0,24.0
17014366,PBS Benefits and ServicesENBREL PSO#S#QLDS#QLD-1963H1963H#20190301,2019-03-01,0.0,0.0
4054682,PBS Benefits and ServicesENBREL PSO#S#SAS#SA-1954W1954W#20190201,2019-02-01,1043.0,1.0
16616153,PBS Benefits and ServicesENBREL PSO#S#SAS#SA-9091L9091L#20181101,2018-11-01,0.0,0.0
3182222,PBS Benefits and ServicesENBREL RHEUMATOID ARTHRITIS#S#ACTS#ACT-9459W9459W#20190101,2019-01-01,10204.0,10.0
1108813,PBS Benefits and ServicesENBREL RHEUMATOID ARTHRITIS#S#SAS#SA-11219L11219L#20180501,2018-05-01,37150.0,31.0
6335021,PBS Benefits and ServicesENBREL RHEUMATOID ARTHRITIS#S#SAS#SA-8637N8637N#20181101,2018-11-01,1043.0,1.0
2024472,PBS Benefits and ServicesENBREL RHEUMATOID ARTHRITIS#S#VICS#VIC-8638P8638P#20171001,2017-10-01,20619.0,20.0
3377902,PBS Benefits and ServicesENBREL RHEUMATOID ARTHRITIS#S#WAS#WA-8637N8637N#20181101,2018-11-01,2020.0,2.0
986294,PBS Benefits and ServicesENBREL RHEUMATOID ARTHRITIS#S#WAS#WA-9089J9089J#20180401,2018-04-01,15313.0,15.0
5235121,PBS Benefits and ServicesFASENRA SAA#S#WAS#WA-11549W11549W#20190301,2019-03-01,9954.0,3.0
450663,PBS Benefits and ServicesFERRIPROX IRON OVERLOAD#S#SAS#SA-5657R5657R#20190201,2019-02-01,4610.0,2.0
33113,PBS Benefits and ServicesGLIVEC GIST#S#QLDS#QLD-5443L5443L#20170801,2017-08-01,15750.0,7.0
5139246,PBS Benefits and ServicesGLIVEC GIST#S#SAS#SA-5444M5444M#20170901,2017-09-01,33885.0,11.0
16679269,PBS Benefits and ServicesHUMIRA AS#S#ACTS#ACT-9077R9077R#20190301,2019-03-01,0.0,0.0
4752620,PBS Benefits and ServicesHUMIRA AS#S#NTS#NT-9078T9078T#20190401,2019-04-01,4917.0,4.0
3605977,PBS Benefits and ServicesHUMIRA AS#S#SAS#SA-9077R9077R#20190201,2019-02-01,1229.0,1.0
4519576,PBS Benefits and ServicesHUMIRA AS#S#SAS#SA-9078T9078T#20170701,2017-07-01,46531.0,34.0
6869342,PBS Benefits and ServicesHUMIRA AS#S#VICS#VIC-9103D9103D#20170401,2017-04-01,114735.0,79.0
3887899,PBS Benefits and ServicesHUMIRA AS#S#VICS#VIC-9104E9104E#20171101,2017-11-01,786554.0,568.0
2488643,PBS Benefits and ServicesHUMIRA AS#S#WAS#WA-9077R9077R#20181101,2018-11-01,3730.0,3.0
18319642,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#SAS#SA-8963R8963R#20190401,2019-04-01,0.0,0.0
6346351,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#TASS#TAS-8966X8966X#20181101,2018-11-01,32119.0,26.0
16831479,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#TASS#TAS-9187M9187M#20181101,2018-11-01,0.0,0.0
5734572,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#TASS#TAS-9188N9188N#20190401,2019-04-01,10002.0,6.0
4244963,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#VICS#VIC-10404N10404N#20180701,2018-07-01,3600.0,1.0
1781401,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#VICS#VIC-9191R9191R#20181101,2018-11-01,1061281.0,856.0
3599937,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#WAS#WA-9187M9187M#20171101,2017-11-01,68154.0,17.0
5443678,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#WAS#WA-9189P9189P#20180501,2018-05-01,17776.0,13.0
1177709,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#WAS#WA-9190Q9190Q#20170301,2017-03-01,28151.0,19.0
4458224,PBS Benefits and ServicesHUMIRA HIDRADENITIS SUPPURATIVA#S#ACTS#ACT-11133Y11133Y#20190401,2019-04-01,4863.0,2.0
1147735,PBS Benefits and ServicesHUMIRA JUVENILE IDIOPATHIC ARTHRITIS#S#NSWS#NSW-9680L9680L#20180801,2018-08-01,15470.0,13.0
16831368,PBS Benefits and ServicesHUMIRA JUVENILE IDIOPATHIC ARTHRITIS#S#QLDS#QLD-5281Y5281Y#20190201,2019-02-01,0.0,0.0
43930,PBS Benefits and ServicesHUMIRA JUVENILE IDIOPATHIC ARTHRITIS#S#VICS#VIC-5284D5284D#20190301,2019-03-01,8673.0,7.0
4166764,PBS Benefits and ServicesHUMIRA JUVENILE IDIOPATHIC ARTHRITIS#S#VICS#VIC-9680L9680L#20180401,2018-04-01,13074.0,10.0
1602627,PBS Benefits and ServicesHUMIRA PSA#S#NSWS#NSW-9102C9102C#20180601,2018-06-01,785929.0,594.0
6719505,PBS Benefits and ServicesHUMIRA PSA#S#NTS#NT-9034L9034L#20180501,2018-05-01,8207.0,6.0
458659,PBS Benefits and ServicesHUMIRA PSA#S#QLDS#QLD-9101B9101B#20190401,2019-04-01,89990.0,72.0
3411436,PBS Benefits and ServicesHUMIRA PSO#S#WAS#WA-9425C9425C#20171201,2017-12-01,1363.0,1.0
4554583,PBS Benefits and ServicesHUMIRA RHEUMATOID ARTHRITIS#S#ACTS#ACT-8741C8741C#20171201,2017-12-01,77435.0,51.0
2183477,PBS Benefits and ServicesHUMIRA ULCERATIVE COLITIS#S#NSWS#NSW-10960W10960W#20171001,2017-10-01,19212.0,14.0
1288986,PBS Benefits and ServicesHUMIRA ULCERATIVE COLITIS#S#QLDS#QLD-10960W10960W#20180301,2018-03-01,28774.0,21.0
6907608,PBS Benefits and ServicesHUMIRA ULCERATIVE COLITIS#S#SAS#SA-10955N10955N#20170301,2017-03-01,1502.0,1.0
3989544,PBS Benefits and ServicesHUMIRA ULCERATIVE COLITIS#S#VICS#VIC-10961X10961X#20170401,2017-04-01,8445.0,6.0
1095620,PBS Benefits and ServicesIMATINIB (MULT. BRANDS) CML#S#ACTS#ACT-9116T9116T#20180101,2018-01-01,2447.0,1.0
17002630,PBS Benefits and ServicesIMATINIB (MULT. BRANDS) CML#S#NSWS#NSW-10924Y10924Y#20180801,2018-08-01,0.0,0.0
288758,PBS Benefits and ServicesIMATINIB (MULT. BRANDS) CML#S#NSWS#NSW-9113P9113P#20171201,2017-12-01,321986.0,152.0
4417603,PBS Benefits and ServicesIMATINIB (MULT. BRANDS) CML#S#NTS#NT-9113P9113P#20181001,2018-10-01,1292.0,1.0
3251297,PBS Benefits and ServicesIMATINIB (MULT. BRANDS) CML#S#NTS#NT-9123E9123E#20170501,2017-05-01,1538.0,1.0
4987014,PBS Benefits and ServicesIMATINIB (MULT. BRANDS) CML#S#QLDS#QLD-10924Y10924Y#20180801,2018-08-01,2584.0,2.0
3331152,PBS Benefits and ServicesIMATINIB (MULT. BRANDS) CML#S#QLDS#QLD-9113P9113P#20180701,2018-07-01,160493.0,59.0
640990,PBS Benefits and ServicesIMATINIB (MULT. BRANDS) CML#S#QLDS#QLD-9123E9123E#20170901,2017-09-01,15812.0,7.0
6660614,PBS Benefits and ServicesIMATINIB (MULT. BRANDS) CML#S#QLDS#QLD-9124F9124F#20170301,2017-03-01,28832.0,10.0
3617467,PBS Benefits and ServicesIMATINIB (MULT. BRANDS) CML#S#QLDS#QLD-9124F9124F#20180601,2018-06-01,2480.0,1.0
2067593,PBS Benefits and ServicesIMATINIB (MULT. BRANDS) CML#S#SAS#SA-9115R9115R#20181101,2018-11-01,1858.0,1.0
205397,PBS Benefits and ServicesIMATINIB (MULT. BRANDS) CML#S#TASS#TAS-9124F9124F#20170301,2017-03-01,9122.0,3.0
2934880,PBS Benefits and ServicesIMATINIB (MULT. BRANDS) CML#S#WAS#WA-9113P9113P#20180901,2018-09-01,45566.0,22.0
3734635,PBS Benefits and ServicesIMATINIB (MULT. BRANDS) RARE#S#NSWS#NSW-9173T9173T#20180101,2018-01-01,7341.0,3.0
6422338,PBS Benefits and ServicesIMATINIB (MULT. BRANDS) RARE#S#NSWS#NSW-9177B9177B#20181001,2018-10-01,1800.0,1.0
4412083,PBS Benefits and ServicesIMATINIB (MULT. BRANDS) RARE#S#NSWS#NSW-9177B9177B#20181101,2018-11-01,1800.0,1.0
2819099,PBS Benefits and ServicesJAKAVI MYELOFIBROSIS#S#QLDS#QLD-10615Q10615Q#20171201,2017-12-01,235611.0,45.0
850001,PBS Benefits and ServicesJAKAVI MYELOFIBROSIS#S#SAS#SA-10617T10617T#20170901,2017-09-01,115733.0,22.0
5954419,PBS Benefits and ServicesJAKAVI MYELOFIBROSIS#S#WAS#WA-10615Q10615Q#20190101,2019-01-01,92900.0,18.0
6319162,PBS Benefits and ServicesKISQALI CDK 4/6 INHIBITOR#S#QLDS#QLD-011397W011397W#20180901,2018-09-01,107216.0,28.0
3127029,PBS Benefits and ServicesKISQALI CDK 4/6 INHIBITOR#S#WAS#WA-011385F011385F#20180801,2018-08-01,3807.0,2.0
2896486,PBS Benefits and ServicesLUCENTIS DME#S#VICS#VIC-10373Y10373Y#20181101,2018-11-01,4144.0,4.0
1459711,PBS Benefits and ServicesLUCENTIS WAMD#S#NSWS#NSW-10138N10138N#20180201,2018-02-01,6804234.0,5489.0
1063110,PBS Benefits and ServicesLUCENTIS WAMD#S#QLDS#QLD-10138N10138N#20180101,2018-01-01,2167722.0,1760.0
3343747,PBS Benefits and ServicesMEKINIST MELANOMA TARGETED THERAPY#S#SAS#SA-10405P10405P#20190401,2019-04-01,246385.0,27.0
4807471,PBS Benefits and ServicesMEKINIST MELANOMA TARGETED THERAPY#S#TASS#TAS-10405P10405P#20170801,2017-08-01,63577.0,7.0
6643069,PBS Benefits and ServicesMEKINIST MELANOMA TARGETED THERAPY#S#WAS#WA-10382K10382K#20180301,2018-03-01,266158.0,29.0
1625102,PBS Benefits and ServicesMEKINIST MELANOMA TARGETED THERAPY#S#WAS#WA-10405P10405P#20170401,2017-04-01,396669.0,44.0
4659001,PBS Benefits and ServicesNPLATE ITP#S#ACTS#ACT-9697J9697J#20171201,2017-12-01,7728.0,2.0
2517450,PBS Benefits and ServicesNPLATE ITP#S#ACTS#ACT-9699L9699L#20170801,2017-08-01,15180.0,2.0
4117192,PBS Benefits and ServicesNPLATE ITP#S#QLDS#QLD-9696H9696H#20170301,2017-03-01,74339.0,21.0
4501056,PBS Benefits and ServicesNUCALA SAA#S#NSWS#NSW-11003D11003D#20170501,2017-05-01,8264.0,5.0
3805010,PBS Benefits and ServicesNUCALA SAA#S#SAS#SA-10996R10996R#20171201,2017-12-01,18356.0,11.0
6543608,PBS Benefits and ServicesNUCALA SAA#S#VICS#VIC-10996R10996R#20180401,2018-04-01,212253.0,130.0
1729113,PBS Benefits and ServicesNUCALA SAA#S#WAS#WA-10996R10996R#20190201,2019-02-01,16228.0,10.0
1341252,PBS Benefits and ServicesNUCALA SAA#S#WAS#WA-11014Q11014Q#20190201,2019-02-01,29880.0,18.0
3812909,PBS Benefits and ServicesREMICADE AS#S#NSWS#NSW-6448J6448J#20190101,2019-01-01,189271.0,82.0
3670613,PBS Benefits and ServicesREMICADE CROHN DISEASE#S#ACTS#ACT-11399Y11399Y#20181201,2018-12-01,24874.0,13.0
75135,PBS Benefits and ServicesREMICADE CROHN DISEASE#S#NSWS#NSW-5754W5754W#20180901,2018-09-01,607944.0,277.0
979770,PBS Benefits and ServicesREMICADE CROHN DISEASE#S#NSWS#NSW-9613Y9613Y#20180701,2018-07-01,339700.0,147.0
156619,PBS Benefits and ServicesREMICADE CROHN DISEASE#S#QLDS#QLD-9654D9654D#20181201,2018-12-01,102928.0,50.0
6478260,PBS Benefits and ServicesREMICADE CROHN DISEASE#S#SAS#SA-5754W5754W#20180501,2018-05-01,242711.0,106.0
3569700,PBS Benefits and ServicesREMICADE CROHN DISEASE#S#TASS#TAS-9654D9654D#20190401,2019-04-01,14998.0,8.0
308304,PBS Benefits and ServicesREMICADE CROHN DISEASE#S#TASS#TAS-9674E9674E#20170401,2017-04-01,3524.0,2.0
2993650,PBS Benefits and ServicesREMICADE PSO#S#NSWS#NSW-9617E9617E#20181101,2018-11-01,14560.0,6.0
2784761,PBS Benefits and ServicesREMICADE PSO#S#SAS#SA-9617E9617E#20190301,2019-03-01,11133.0,4.0
286221,PBS Benefits and ServicesREMICADE RHEUMATOID ARTHRITIS#S#TASS#TAS-5757B5757B#20181101,2018-11-01,4882.0,3.0
3328840,PBS Benefits and ServicesREMICADE ULCERATIVE COLITIS#S#ACTS#ACT-10196P10196P#20180701,2018-07-01,84077.0,38.0
1476252,PBS Benefits and ServicesREMICADE ULCERATIVE COLITIS#S#QLDS#QLD-10067W10067W#20181201,2018-12-01,48720.0,22.0
4356777,PBS Benefits and ServicesREMICADE ULCERATIVE COLITIS#S#QLDS#QLD-10196P10196P#20180201,2018-02-01,161159.0,76.0
5560377,PBS Benefits and ServicesREMICADE ULCERATIVE COLITIS#S#VICS#VIC-10184B10184B#20180801,2018-08-01,236634.0,106.0
1551686,PBS Benefits and ServicesREVOLADE ITP#S#TASS#TAS-5825N5825N#20181101,2018-11-01,4344.0,4.0
3925329,PBS Benefits and ServicesREVOLADE ITP#S#TASS#TAS-5828R5828R#20180901,2018-09-01,2914.0,1.0
1267635,PBS Benefits and ServicesREVOLADE ITP#S#WAS#WA-5828R5828R#20180701,2018-07-01,23143.0,8.0
3648831,PBS Benefits and ServicesRYDAPT AML#S#WAS#WA-011552B011552B#20190301,2019-03-01,20407.0,1.0
6912427,PBS Benefits and ServicesSANDOSTATIN LAR SAS LAR MARKET#S#NSWS#NSW-10550G10550G#20180501,2018-05-01,460889.0,134.0
2652873,PBS Benefits and ServicesSANDOSTATIN LAR SAS LAR MARKET#S#QLDS#QLD-10558Q10558Q#20170601,2017-06-01,214740.0,54.0
